CaseID,Condition,Case_ID,Case_Type,Epidemiological_Classification,Facility,Facility_Sector,Facility_Type,Facility_Classification,District,Sub_District,Province,Notifier,Symptom_Date,Diagnosis_Date,Diagnosis_Method,Notification_Date,Folder_No,Patient_Name,Patient_Surname,Patient_DOB,Patient_Age,Patient_Age_Category,Patient_Age_Unit,Patient_Gender,ID_Type,Patient_ID_No,Patient_Passport_No,Patient_Contact_No,Patient_Country,Patient_Province,Patient_Suburb,Patient_City,Patient_Vital_Status,Patient_Death_Date,Patient_Admission_Status,Patient_has_Travelled,Vaccination_Status,Vaccination_last_Date,Specimen_Collected,Specimen_Barcode,Episode_Number,Case_Source,PregnancyStatus,treatment,Symptoms,patientWeight,patientheight,EthnicGroup,CurrentOccupation,OtherOccupation,HCWType,PreviousEmp,OtherPreviousEmp,Smoking,NoCigarettes,Alcohol,NoAlcoholDrinks,AlcoholGreaterSix,OtherDrugUse,CCHypertension,CCDiabetes,CCChroniccardiacdisease,CCChronicPulmonaryDisease,CCAsthma,CCChronicRenalDisease,CCMalignancy,CCTypeMalignancy,CCTB,CCHIV,CCOther,Disability,CCOtherDisability,HIVART,HIVCD4Date,HIVCD4Value,HIVVLDate,HIVVLValue,IsChildHIVExposed,PMHTBTreatment,PMHHospitalAdmission,PMHAdmissionDate,InternationalTravel3months,TraveledCountry3months,InterprovincialTravel3months,TraveledProvince3months,ContactWithAnimals,OtherAnimalContact,AdmissionFacility,AdmissionDate,AdmissionWard,AdmissionTreatment,OtherAdmissionTreatment,PatientOutcome,TransferredOutHospital,OutcomeDate,MalariaProphylaxisTaken,MalariaProphylaxisSpecify,ContactDetails
4665159,Cholera,240130_46645422,Clinical,Clinical notification,Batangafo Community Post,PRIVATE,HOSPITAL,PRIVATE HOSPITAL GROUP,Kabo,Bambari,Mambéré-Kadéï,Aurélie Kolingba,2024-02-16,2024-02-20,Clinical signs and symptoms ONLY,2024-03-13,7910240,Simon,Kette,1975-05-29,8.0,0,Days,Male,SA ID,,,849724626.0,South Africa,Nana-Grébizi,Kaga-Bandoro,Ouham,Alive,,,No,,,Yes,AHXB8346NOF,,Web,Not Pregnant,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,Cholera,,,,,,,,,,,,,,,,,,,,,Antimicrobials|,,,,,,,
4788364,Cholera,240213_46929422,Clinical,Clinical notification,Baoro Medical Clinic,PUBLIC,CLINIC,PRIVATE HOSPITAL GROUP,Kabo,Birao,Ouham,Simone Djotodia,2024-01-22,2024-02-14,Clinical signs and symptoms ONLY,2024-02-01,1016407916,Ludivine,Bozizé,2013-02-07,26.0,10-14,Days,Female,SA ID,1812205556084.0,,637355707.0,South Africa,Ouham-Pendé,Bossangoa,Ouaka,Alive,,Inpatient,No,,,Yes,,,Web,,,Profuse watery diarrhea|Rice-water stools|Severe dehydration|,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-31,,,
4694765,Cholera,240213_46928481,Merged,Clinical notification,Carnot Community Health Center,PRIVATE,CLINIC,DOH,Bouca,Baoro,Ouaka,Maurice Yakoma,2024-02-06,2024-01-23,Clinical signs and symptoms ONLY,2024-02-01,LP0000444322,Georges,Bangui,2009-10-16,17.0,0,Years,Male,SA ID,,,,South Africa,Ouham-Pendé,Sibut,Mobaye,Alive,,Inpatient,No,,,,NI00424620,,Android,Not Pregnant,,Profuse watery diarrhea|Vomiting|,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677618,Cholera,240130_46647772,Merged,Suspected case,Bambari Trauma Center,PUBLIC,CLINIC,DOH,Kabo,Baoro,Mambéré-Kadéï,Simone Djotodia,2024-01-28,2024-03-14,Clinical signs and symptoms ONLY,2024-04-29,,Olivia,Yakoma,1989-05-14,55.0,0,Days,Male,Passport,4403240402083.0,,,South Africa,Ouham-Pendé,Berberati,Vakaga,Alive,,Outpatient,,,,Yes,AICC5748NOF,,Web,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759270,Cholera,240215_46944692,Lab,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Bossembélé,Kabo,Mambéré-Kadéï,Simone Djotodia,2024-02-21,2024-03-13,Other,2024-02-22,1016407916,Samuel,Berberati,2021-05-11,2.0,40-44,Months,Male,SA ID,,,784323547.0,South Africa,Kémo,Bossembélé,Bambari,Alive,,Outpatient,No,,,Yes,ANMF0069P,,Microstrategy/SDW,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
4664634,Cholera,240221_47082872,Clinical,Clinical notification,Batangafo Community Post,PUBLIC,HOSPITAL,DOH,Ouham,Bossembélé,Ouaka,Claudine Yangongo,2024-03-09,2024-02-01,Laboratory confirmed,2024-02-26,F29441,Olivia,Malébo,2009-12-25,7.0,10-14,Days,Female,SA ID,,,729231229.0,South Africa,Nana-Grébizi,Bozoum,Bossangoa,Alive,,Outpatient,Yes,,,Yes,ANMF0210P,,Android,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664542,Cholera,240226_47109121,Clinical,Clinical notification,Kabo Regional Hospital,PUBLIC,CLINIC,DOH,Bossembélé,Baoro,Ouaka,Kévin Paoua,2024-02-01,2024-02-26,Clinical signs and symptoms ONLY,2024-02-01,BO2800097438,Hélène,Samba,1989-05-14,49.0,40-44,Days,Male,Passport,4707125441085.0,,,South Africa,Ouham-Pendé,Batangafo,Bossembélé,Alive,2024-02-22,Inpatient,No,,,No,ANMF0067P,,Web,Not Pregnant,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795533,Cholera,240615_48619151,Clinical,Clinical notification,Bria Community Hospital,PRIVATE,CLINIC,DOH,Bouca,Kabo,Ouaka,Virginie Kolingba,2024-02-07,2024-01-17,Laboratory confirmed,2024-01-23,99690,Suzanne,Goumba,2023-10-20,41.0,0,Days,Female,Passport,9310180888087.0,,,South Africa,Ouham-Pendé,Nola,Mbomou,Alive,,,Yes,,,Yes,AHNV6176NOF,,Web,Not Pregnant,,Profuse watery diarrhea|Severe dehydration|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,
4665159,Cholera,240113_46143713,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Mbomou,Damara,Ouaka,Sébastien Goumba,2024-02-27,2024-01-31,Clinical signs and symptoms ONLY,2024-02-01,,Florence,Yamissou,1985-02-04,32.0,0,Days,Male,Passport,,,646096174.0,South Africa,Ouham-Pendé,Kaga-Bandoro,Ouham-Pendé,Alive,,Inpatient,No,,,Yes,55785554,,Web,Not Pregnant,,Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601266,Cholera,240201_46656772,Clinical,Suspected case,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Kabo,Baoro,Ouaka,Thomas Damara,2024-01-26,2024-04-08,Laboratory confirmed,2024-02-01,,Gabrielle,Bangui,1995-12-19,24.0,0,Days,Female,Passport,,,839475657.0,South Africa,Nana-Grébizi,Sibut,Bossangoa,Deceased,,Outpatient,No,,,Yes,,,Web,,,Profuse watery diarrhea|,,165.0,,,Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713557,Cholera,240220_47073301,Merged,Clinical notification,Bozoum Medical Post,PUBLIC,HOSPITAL,PRIVATE HOSPITAL GROUP,Bossembélé,Baoro,Mambéré-Kadéï,Simone Djotodia,2024-02-17,2024-01-31,Clinical signs and symptoms ONLY,2024-02-01,641863060,Samuel,Damara,2011-08-05,8.0,65+,Years,Female,Passport,,,604362517.0,South Africa,Mambéré-Kadéï,Bossangoa,Nana-Grébizi,Alive,,Outpatient,No,,,Yes,AIBC6038N0F,,Web,,,Vomiting|Severe dehydration|Profuse watery diarrhea|,,,,Other,,,,,,,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708238,Cholera,240123_46600522,Clinical,Clinical notification,Batangafo Health Center,PUBLIC,HOSPITAL,DOH,Bossembélé,Baoro,Ouaka,Benjamin Bokassa,2024-01-11,2024-01-27,Clinical signs and symptoms ONLY,2024-02-21,,Rachelle,Koumbassa,2012-10-07,54.0,0,Days,Male,SA ID,8606140868080.0,,,South Africa,Nana-Grébizi,Kaga-Bandoro,Ouham-Pendé,Alive,,,No,,,,,,Android,Not Pregnant,,,,,Black African,,,,,,,,Never,,,,,,,,No,,,,,,Cholera,,,,,,,,,No,,,,,,,,,,,,,,,,,,,
4656168,Cholera,240614_48612741,Clinical,Laboratory notification,Bambari Regional Post,PUBLIC,CLINIC,DOH,Bouca,Baoro,Mambéré-Kadéï,Simone Djotodia,2024-02-28,2024-01-29,Clinical signs and symptoms ONLY,2024-02-11,101076,Sylvie,Zémio,1976-10-10,27.0,0,Years,Female,,5005060269085.0,51/96098/1,849786367.0,South Africa,Haute-Kotto,Bouar,Mobaye,Alive,2024-01-29,,,,,Yes,ANMF0516P,HM00254968,Android,,,,,,,Not employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604179,Cholera,240618_46613611,Clinical,Clinical notification,Bozoum District Health Center,PUBLIC,CLINIC,DOH,Bossembélé,Bria,Ouham-Pendé,Frédéric Bozizé,2024-01-23,2024-01-30,Clinical signs and symptoms ONLY,2024-01-14,1001265078,Bernadette,Obo,2009-12-25,32.0,0,Years,Female,,5508160832082.0,,,South Africa,Ouham-Pendé,Kaga-Bandoro,Bossembélé,Alive,,Inpatient,No,,,Yes,AMVZ3141P,,Android,Not Pregnant,,Vomiting|Profuse watery diarrhea|,,,,Not employed,,,Student,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656110,Cholera,240130_46646342,Clinical,Clinical notification,Bria Regional Clinic,PUBLIC,HOSPITAL,DOH,Bouca,Bria,Mambéré-Kadéï,Alain Sangou,2024-04-10,2024-01-29,Clinical signs and symptoms ONLY,2024-07-16,,Annette,Tombalbaye,2021-05-11,5.0,0,Days,Male,SA ID,,,825502222.0,South Africa,Nana-Grébizi,Batangafo,Ouham,,,Outpatient,No,,,Yes,AIGL5573NOF,,iOS,Not Pregnant,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665693,Cholera,240312_4759541,Clinical,Discarded case,Baoro Medical Clinic,PUBLIC,HOSPITAL,DOH,Bouca,Damara,Haute-Kotto,Florence Patassé,2024-02-13,2024-03-13,Clinical signs and symptoms ONLY,2024-02-09,FH24_177837,Chantal,Goumba,1986-06-14,6.0,0,Years,Female,SA ID,,6C55N792,787096357.0,South Africa,Ouham-Pendé,Bria,Ouaka,Alive,,Inpatient,No,,,Yes,ANMF0209P,,iOS,,,Profuse watery diarrhea|Vomiting|,,,,Other,,,,,,,,,,,,No,,,,,,,,,,No disability,,,,,,,,,,,,,,,,,,2024-02-25,,,,,,,,,
4735376,Cholera,240201_46658962,Clinical,Clinical notification,Bambari Regional Post,PUBLIC,CLINIC,DOH,Grimari,Baoro,Mambéré-Kadéï,Florence Patassé,2024-01-11,2024-02-14,Clinical signs and symptoms ONLY,2024-02-08,,Suzanne,Damara,1986-06-14,49.0,0,Years,Female,SA ID,,,,South Africa,Nana-Grébizi,Batangafo,Berberati,Alive,,Inpatient,No,,,Yes,AOOF3769P,,Android,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663965,Cholera,240122_46586052,Clinical,Clinical notification,Bozoum Medical Center,PUBLIC,HOSPITAL,DOH,Nana-Grébizi,Bria,Ouaka,Serge Boganda,2024-02-28,2024-01-29,Clinical signs and symptoms ONLY,2024-03-05,,Quentin,Kolingba,2014-12-05,42.0,0,Days,Female,Passport,,,766796507.0,South Africa,Nana-Grébizi,Bria,Bambari,Alive,,Inpatient,No,,,Yes,ANMF0063P,,Android,Not Pregnant,,Profuse watery diarrhea|Vomiting|,,,,,Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787369,Cholera,240320_4764435,Clinical,Clinical notification,Bozoum Medical Center,PUBLIC,CLINIC,DOH,Zémio,Bambari,Ouaka,Marguerite Ndakala,2024-01-10,2024-02-01,Clinical signs and symptoms ONLY,2024-02-01,BO2800097180,Noël,Yakoma,2023-02-12,17.0,40-44,Months,Female,Passport,,,637355707.0,South Africa,Ouham-Pendé,Bossembélé,Ouham,Alive,,Outpatient,No,,,Yes,Pathcare#450340143,,Web,,,Profuse watery diarrhea|,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624471,Cholera,240220_47076022,Clinical,Clinical notification,Bozoum District Health Center,PUBLIC,CLINIC,PRIVATE HOSPITAL GROUP,Batangafo,Damara,Ouaka,François Bangui,2024-01-25,2024-02-20,Clinical signs and symptoms ONLY,2024-05-20,832,Étienne,Bangui,1957-07-11,,25-29,Days,Female,SA ID,,,657005841.0,South Africa,Ouham-Pendé,Nola,Nana-Grébizi,Deceased,,Inpatient,No,,,Yes,AIFH7552NOF,,Android,,,Rice-water stools|,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708154,Cholera,240131_46654212,Clinical,Suspected case,Carnot Community Health Center,PUBLIC,HOSPITAL,DOH,Bouca,Damara,Mambéré-Kadéï,Julienne Malébo,2024-01-26,2024-02-12,Clinical signs and symptoms ONLY,2024-01-29,LP3300036894,Esther,Damara,2010-10-25,12.0,0,Days,Male,Passport,4403240402083.0,,746586347.0,South Africa,Haute-Kotto,Bossangoa,Ouham,Deceased,,Inpatient,No,,,Yes,unknown,,Android,Not Pregnant,,Vomiting|Rice-water stools|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645589,Cholera,240101_45981471,Clinical,Discarded case,Boguila Medical Center,PUBLIC,HOSPITAL,DOH,Mbaiki,Obo,Ouaka,François Bangui,2024-01-30,2024-01-15,Clinical signs and symptoms ONLY,2024-01-24,1001265078,Joséphine,Berberati,,12.0,30-34,Years,Female,Passport,,,,South Africa,Ouham-Pendé,Bossangoa,Ippy,,,Inpatient,No,,,,,,Microstrategy/SDW,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776923,Cholera,240117_46558072,Clinical,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Nana-Mambéré,Baoro,Mambéré-Kadéï,Aurélie Kolingba,2024-01-30,2024-02-19,Laboratory confirmed,2024-01-15,1000-000-1307,Jacqueline,Bokassa,1981-04-20,6.0,0,Years,Male,SA ID,1412051079081.0,,833528826.0,South Africa,Nana-Grébizi,Bossangoa,Ouham,Alive,,Inpatient,No,,,Yes,AIIB1485NOF,,Android,,,Profuse watery diarrhea|Rice-water stools|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-14,,,,,,,,,
4795062,Cholera,240131_46651582,Clinical,Clinical notification,Bossembélé Medical Post,PUBLIC,CLINIC,DOH,Bouca,Baoro,Ouaka,Sébastien Goumba,2024-02-13,2024-01-29,Clinical signs and symptoms ONLY,2024-02-21,LP0000443850,Albert,Bozoum,1995-06-04,7.0,35-39,Days,Female,SA ID,5005060269085.0,,646697084.0,South Africa,Nana-Grébizi,Bouar,Ouham,Alive,2024-01-29,Inpatient,No,,,Yes,ANMF0201P,,Android,Not Pregnant,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garsun IV,,,,,,
4663961,Cholera,240315_47618671,Clinical,Clinical notification,Bossembélé Medical Facility,PUBLIC,HOSPITAL,DOH,Bossembélé,Baoro,Ouham-Pendé,Simone Djotodia,2024-01-29,2024-02-27,Clinical signs and symptoms ONLY,2024-02-20,21685,Benoît,Bozoum,2018-12-20,12.0,50-54,Days,Male,SA ID,,,,South Africa,Ouham-Pendé,Bria,Ouham,Alive,,Outpatient,No,,,No,ANMF0202P,,Android,Not Pregnant,,,,,,,,,,,,,,,,,,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665915,Cholera,240313_47603812,Clinical,Discarded case,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Mbaiki,Bossembélé,Ouaka,Frédéric Bozizé,2024-01-16,2024-02-27,Other,2024-02-08,ELDO025910,Jean-Pierre,Maloum,2011-03-11,12.0,5-9,Days,Male,SA ID,3711300212080.0,,787694331.0,South Africa,Ouham-Pendé,Bambari,Ouham,Alive,,,No,,,Yes,AHZQ3264NOF,,Web,,,Profuse watery diarrhea|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,
4708184,Cholera,240318_4762959,Clinical,Clinical notification,Bouca Community Health Center,PRIVATE,HOSPITAL,DOH,Bouca,Kabo,Mambéré-Kadéï,Simone Djotodia,2024-01-14,2024-01-31,Clinical signs and symptoms ONLY,2024-01-19,72498,Roland,Ngbanda,2010-01-22,38.0,65+,Days,Male,Passport,,,787096357.0,South Africa,Ouham-Pendé,Baoro,Ouham,Alive,,,No,,,Yes,ANMF0065P,,Microstrategy/SDW,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787369,Cholera,240221_47083191,Clinical,Clinical notification,Bria Regional Clinic,PUBLIC,CLINIC,DOH,Bouca,Kaga-Bandoro,Ombella-M'Poko,Michel Bozoum,2024-05-06,2024-02-01,Laboratory confirmed,2024-02-26,040200,Georges,Bouca,1981-07-24,86.0,0,,Female,SA ID,7202025362083.0,,611465399.0,South Africa,Ouham-Pendé,Bossangoa,Ouham,Alive,,Inpatient,Yes,,,Yes,AIGJ6619NOF,,Android,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,General Ward|,,,,,,,,
4723895,Cholera,240201_46656622,Lab,Clinical notification,Bouca Community Health Center,PUBLIC,CLINIC,DOH,Kabo,Bouca,Mambéré-Kadéï,Serge Nola,2024-01-26,2024-02-06,Clinical signs and symptoms ONLY,2024-03-01,BO2800098337,Philippe,Bouca,1993-05-27,11.0,10-14,Days,Male,SA ID,,,784323547.0,South Africa,Ouham-Pendé,Bouca,Ouham-Pendé,Alive,,Inpatient,No,,,Yes,AHZR2796NOF,,Web,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779355,Cholera,240201_46657182,Clinical,Clinical notification,Bozoum Medical Post,PUBLIC,CLINIC,DOH,Bossembélé,Carnot,Mambéré-Kadéï,Didier Boganda,2024-02-29,2024-01-31,Clinical signs and symptoms ONLY,2024-02-01,FH24_177837,Albert,Djotodia,,47.0,0,Years,Female,,9010310024088.0,,732123288.0,South Africa,Nana-Grébizi,Sibut,Vakaga,Alive,2024-01-30,Inpatient,No,,,Yes,ANMF0216,,Microstrategy/SDW,,,Profuse watery diarrhea|,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665686,Cholera,240201_46656622,Clinical,Clinical notification,Bangassou Regional Center,PUBLIC,HOSPITAL,DOH,Ouaka,Baoro,Ouaka,Simone Djotodia,2024-02-25,2024-01-31,Clinical signs and symptoms ONLY,2024-01-14,84869,Théodore,Yamissou,1978-08-12,73.0,25-29,Days,Male,Passport,6507190445088.0,,,South Africa,Ouham-Pendé,Sibut,Mbomou,Alive,,Outpatient,No,,,Yes,,OF00229036,Android,,,Rice-water stools|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849178,Cholera,240220_47076022,Clinical,Clinical notification,Bria Regional Clinic,PUBLIC,CLINIC,DOH,Mbaiki,Damara,Ouaka,Hélène Samba,2024-01-30,2024-03-28,Clinical signs and symptoms ONLY,2024-02-26,45-185025,Suzanne,Patassé,1973-08-19,24.0,0,Years,Female,SA ID,4311050037081.0,,719559293.0,Zimbabwe,Ouham-Pendé,Bossangoa,Berberati,Deceased,,Inpatient,No,,,Yes,RH02277262,,Android,Not Pregnant,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-08,,,,,,,,,
4760207,Cholera,240130_46641053,Clinical,Confirmed case,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Bouca,Baoro,Ouaka,Florence Patassé,2024-02-06,2024-01-29,Clinical signs and symptoms ONLY,2024-02-08,81779,Hubert,Bozizé,2017-12-31,44.0,0,,Male,Passport,,,,South Africa,Nana-Grébizi,Berberati,Ouham-Pendé,,,Outpatient,No,,,Yes,ANMF0069P,,Web,Not Pregnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,
4735760,Cholera,240429_47942321,Clinical,Clinical notification,Bria Regional Clinic,PUBLIC,HOSPITAL,DOH,Bouca,Bangui,Ouaka,Michel Bozoum,2024-02-13,2024-03-25,Clinical signs and symptoms ONLY,2024-01-23,LP0800255011,Béatrice,Mbaiki,2009-09-20,55.0,0,Months,Male,,,,713440725.0,South Africa,Ouham-Pendé,Bossangoa,Ouham-Pendé,,,Outpatient,Yes,,,Yes,AHKC3437NOF,,Web,Not Pregnant,,Profuse watery diarrhea|,,,,,,,,,,,Monthly or less,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,No Contact|,,,,,,,,,,,,
4660082,Cholera,240117_46563142,Clinical,Clinical notification,Bossembélé Medical Facility,PUBLIC,CLINIC,DOH,Bossembélé,Bambari,Ouham-Pendé,Simone Djotodia,2024-01-11,2023-12-28,Clinical signs and symptoms ONLY,2024-02-26,ELDO025578,André,Samba,1987-09-01,17.0,0,Days,Male,,,51/96098/1,631982296.0,South Africa,Nana-Grébizi,Berberati,Berberati,Alive,,Outpatient,No,,,Yes,AOBG8173P,,Android,,,Profuse watery diarrhea|,,,,,,,,,Never smoked,,,,,,,,No,,,,,,,,,No disability,,,,,,,,,,,,,,,,,,,,,,,,,,,
4598853,Cholera,240326_47769231,Merged,Clinical notification,Bozoum District Health Center,PUBLIC,CLINIC,DOH,Mambéré-Kadéï,Bouar,Ouaka,Quitterie Sibut,2024-01-28,2024-04-29,Clinical signs and symptoms ONLY,2024-01-23,,Colette,Bangui,1963-02-02,6.0,0,Days,Male,Passport,,,836628306.0,South Africa,Nana-Grébizi,Carnot,Ouham,Alive,,,No,,,Yes,ANMF0059P,,Android,,,Vomiting|Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679650,Cholera,240201_46656512,Clinical,Suspected case,Bangassou Health Post,PUBLIC,HOSPITAL,DOH,Bossembélé,Zémio,Mambéré-Kadéï,Frédéric Bozizé,2024-03-09,2024-01-26,Laboratory confirmed,2024-02-01,832,André,Kabo,2014-12-05,40.0,45-49,Days,Female,SA ID,,,784323547.0,,Ouham-Pendé,Bria,Bossembélé,Alive,,Inpatient,No,,,Yes,ANMF0208P,,Web,Not Pregnant,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Admitted,,,,,
4665873,Cholera,240219_4696415,Merged,Clinical notification,Bouca Community Health Center,PUBLIC,HOSPITAL,DOH,Bouca,Baoro,Ouaka,Virginie Kolingba,2024-02-18,2024-01-29,Clinical signs and symptoms ONLY,2024-07-16,,Mireille,Yakoma,2011-03-11,59.0,0,Days,Male,SA ID,,89A8M962,781383568.0,South Africa,Ouham-Pendé,Nola,Bossangoa,,,Outpatient,No,,,Yes,AIGJ7603 NOF,NIM0008210,Android,,,Profuse watery diarrhea|,,,,,,,,,,,,,,,,,,,,,,,,,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680185,Cholera,240201_46656432,Clinical,Confirmed case,Bozoum District Health Center,PUBLIC,HOSPITAL,DOH,Bouca,Bangui,Mambéré-Kadéï,Simone Djotodia,2024-01-23,2024-01-17,Clinical signs and symptoms ONLY,2024-02-05,1436991101,Paul,Goumba,1976-08-18,13.0,65+,Years,Female,SA ID,,,611465399.0,South Africa,Ouham-Pendé,Berberati,Bossangoa,Alive,,,No,,,Yes,944039607,,Android,Not Pregnant,,Vomiting|Severe dehydration|Rice-water stools|Profuse watery diarrhea|,,,,,Grant Administrator,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624448,Cholera,240215_46947642,Clinical,Clinical notification,Bozoum District Health Center,PUBLIC,CLINIC,DOH,Mbomou,Bria,Mambéré-Kadéï,Simone Djotodia,2024-02-23,2024-01-29,Clinical signs and symptoms ONLY,2024-01-16,NO FILE,Florence,Bozizé,2019-03-19,30.0,0,Days,Male,Passport,5202021572083.0,,713440725.0,,Nana-Grébizi,Baoro,Ouham,Alive,,Outpatient,No,,,Yes,AOCW6912P,,iOS,Not Pregnant,,,,,,,,,,,Never smoked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664105,Cholera,240201_46658731,Clinical,Clinical notification,Baoro Medical Clinic,PUBLIC,CLINIC,DOH,Bouca,Bria,Mambéré-Kadéï,Quentin Mbaiki,2023-12-27,2024-01-22,Clinical signs and symptoms ONLY,2024-02-29,3411697,Hélène,Ngbanda,1985-02-04,39.0,5-9,Days,Male,SA ID,,,719559293.0,South Africa,Ouham-Pendé,Baoro,Ouham,Alive,,,,,,Yes,912509411,,Android,Not Pregnant,,Profuse watery diarrhea|Severe dehydration|,,,Black African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656314,Cholera,240307_47368232,Merged,Suspected case,Bambari Regional Post,PUBLIC,HOSPITAL,DOH,Bouca,Bangui,Ouaka,Esther Ngbanda,2024-03-03,2024-01-29,Clinical signs and symptoms ONLY,2024-01-29,BO2800097438,Chantal,Boganda,,48.0,0,Days,Male,SA ID,,,606725616.0,South Africa,Ouham-Pendé,Gamboula,Ouham,,,Outpatient,No,,,,,,Paper-based,,,Rice-water stools|Severe dehydration|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-31,,,
4691589,Cholera,240206_46789641,Clinical,Clinical notification,Bozoum Medical Center,PUBLIC,CLINIC,DOH,Bouca,Bossembélé,Ouaka,Agathe Djotodia,2024-01-29,2024-02-27,Clinical signs and symptoms ONLY,2024-02-29,LP45-72171,Olivia,Damara,,15.0,65+,Months,Female,Passport,,,836628306.0,South Africa,Ouham-Pendé,Bimbo,Ouham,,,,No,,,,AICF9353NOF,,Android,Not Pregnant,,Profuse watery diarrhea|Vomiting|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
